wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
brick,7,8.0,70.0,10.0,55.698655,37.562443,18399999,6833.0,209.0
monolithBrick,8,9.0,70.2,10.4,55.676935,37.547495,19400000,9410.0,207.0
monolith,7,19.0,70.0,12.0,55.66940699999999,37.550504,20900000,10085.0,204.0
monolith,7,22.0,70.2,30.0,55.662776,37.515371,24000000,11782.0,212.0
monolith,3,23.0,72.0,7.0,55.644277,37.49056,25100000,14359.0,213.0
panel,1,16.0,74.0,9.0,55.545426,37.533032,10300000,23601.0,193.0
panel,17,17.0,74.0,10.1,55.666787,37.545725,15700000,10475.0,205.0
panel,1,16.0,74.0,9.0,55.545426,37.533032,10300000,23601.0,193.0
panel,2,17.0,73.8,10.1,55.623625,37.507008,11500000,15861.0,206.0
panel,1,16.0,73.2,10.4,55.599941,37.536356,11600000,17670.0,196.0
panel,2,17.0,74.0,13.0,55.568064,37.573806,12600000,20669.0,187.0
panel,14,17.0,73.0,9.0,55.685675,37.581379,20000000,7713.0,196.0
panel,10,12.0,73.3,10.2,55.532666000000006,37.521408,9750000,25151.0,194.0
panel,1,17.0,74.0,12.0,55.567804,37.56256,10250000,20799.0,189.0
panel,1,10.0,74.0,10.2,55.542834,37.552939,10500000,23641.0,190.0
panel,6,14.0,74.0,8.0,55.575862,37.58482,10800000,19728.0,186.0
panel,6,12.0,73.6,10.0,55.54829399999999,37.559451,11200000,22976.0,189.0
panel,16,17.0,73.7,10.1,55.567122,37.565326,11450000,20847.0,189.0
panel,5,10.0,73.0,10.0,55.542834,37.552939,11800000,23641.0,190.0
panel,5,10.0,73.0,10.0,55.542834,37.552939,11950000,23641.0,190.0
brick,2,9.0,74.0,15.0,55.534617,37.522117,12700000,24930.0,194.0
panel,4,16.0,74.0,10.0,55.604092,37.539024,13000000,17179.0,196.0
panel,12,16.0,73.0,10.0,55.611587,37.540344,15500000,16355.0,197.0
brick,3,5.0,74.0,10.0,55.680697,37.56353,16000000,8607.0,202.0
panel,1,14.0,74.0,9.0,55.673143,37.533589,16000000,10200.0,210.0
brick,1,8.0,74.0,8.1,55.693145,37.546525,16000000,7879.0,213.0
block,3,14.0,74.0,9.0,55.66863000000001,37.518758,16300000,11119.0,213.0
panel,20,22.0,73.9,9.0,55.60831700000001,37.546498,16500000,16599.0,195.0
panel,20,22.0,73.9,9.0,55.60831700000001,37.546498,16500000,16599.0,195.0
panel,2,16.0,73.0,26.0,55.63776899999999,37.511311,16400000,14329.0,207.0
panel,18,22.0,74.0,15.0,55.657784,37.569647,16800000,10902.0,195.0
monolith,2,29.0,73.0,12.0,55.644064,37.473519,16900000,14992.0,217.0
panel,1,10.0,73.4,9.0,55.692501,37.586778,16950000,6889.0,195.0
panel,5,14.0,73.4,22.0,55.64415,37.49745,17000000,14139.0,212.0
panel,22,22.0,74.0,11.4,55.657784,37.569647,17500000,10902.0,195.0
panel,1,17.0,73.0,11.0,55.678011,37.559451,19000000,8982.0,203.0
monolith,9,20.0,73.0,10.0,55.651562,37.517141,19900000,12801.0,209.0
monolithBrick,9,20.0,73.0,10.0,55.651562,37.517141,19900000,12801.0,209.0
panel,6,17.0,74.0,11.3,55.663415,37.553154,20500000,10636.0,202.0
monolith,3,30.0,74.0,11.6,55.653934,37.591934,21800000,11041.0,188.0
panel,15,17.0,74.0,10.0,55.504399,37.597279,8700000,27613.0,182.0
panel,12,17.0,73.0,10.0,55.561925,37.58221500000001,10700000,21288.0,186.0
panel,6,14.0,73.0,10.0,55.54655699999999,37.519557,11000000,23680.0,195.0
panel,11,17.0,74.0,10.0,55.568924,37.574642,11150000,20567.0,187.0
brick,5,5.0,73.6,8.3,55.678199,37.596731,11500000,8324.0,188.0
panel,6,10.0,73.2,10.3,55.543638,37.544342,12490000,23650.0,191.0
panel,8,16.0,73.0,10.0,55.59955,37.515398,12500000,18127.0,200.0
monolithBrick,11,25.0,73.0,13.0,55.537429,37.506334,12500000,24882.0,196.0
panel,15,16.0,73.2,8.0,55.595994,37.537353,12950000,18075.0,196.0
block,17,17.0,73.4,10.1,55.642316,37.596237,12950000,12295.0,186.0
panel,12,16.0,74.0,10.4,55.610941,37.542294,13100000,16389.0,196.0
panel,16,16.0,73.0,11.0,55.596986,37.541476,13490000,17899.0,195.0
panel,13,17.0,73.4,10.2,55.59766800000001,37.519018,14000000,18246.0,199.0
stalin,2,5.0,73.0,8.0,55.68213299999999,37.574597,14900000,8216.0,198.0
brick,3,5.0,74.0,8.3,55.683909,37.586104,14900000,7826.0,194.0
panel,3,17.0,73.5,10.0,55.643475,37.482726,14850000,14708.0,215.0
panel,6,16.0,73.6,10.3,55.60834300000001,37.526878,16000000,16961.0,199.0
panel,2,16.0,73.0,26.0,55.63776899999999,37.511311,16400000,14329.0,207.0
brick,2,12.0,73.0,9.0,55.69107,37.560188,16500000,7645.0,207.0
panel,2,17.0,74.0,10.7,55.67225500000001,37.577238,16500000,9222.0,195.0
panel,2,17.0,74.0,10.0,55.66206,37.556774,16800000,10696.0,200.0
panel,15,16.0,74.0,10.0,55.644735,37.478908,16700000,14732.0,216.0
brick,2,8.0,74.0,9.0,55.68855300000001,37.547405,17200000,8281.0,211.0
monolith,9,24.0,73.5,12.7,55.68319399999999,37.54162,19300000,8980.0,211.0
monolith,7,19.0,74.0,12.0,55.69621,37.571686,25300000,6817.0,204.0
panel,5,10.0,73.0,10.0,55.542834,37.552939,11950000,23641.0,190.0
monolith,4,16.0,75.0,10.0,55.670574,37.543084,23950000,10167.0,207.0
panel,14,17.0,76.5,10.2,55.64955500000001,37.570537,15500000,11774.0,194.0
panel,17,22.0,76.0,11.0,55.55240799999999,37.552157,12700000,22600.0,190.0
panel,8,17.0,75.7,12.8,55.656108,37.517392,18000000,12352.0,210.0
panel,8,17.0,76.4,13.0,55.680123,37.55569600000001,18500000,8864.0,205.0
panel,14,17.0,75.0,10.2,55.560453,37.583769,11000000,21442.0,185.0
panel,11,17.0,76.0,10.5,55.571159,37.571372,12500000,20348.0,188.0
panel,14,17.0,77.0,10.1,55.548375,37.534469,13500000,23261.0,193.0
monolith,15,16.0,75.0,14.0,55.644694,37.493973,15500000,14204.0,213.0
panel,3,16.0,77.0,8.8,55.66863000000001,37.518758,16950000,11119.0,213.0
panel,15,17.0,76.0,10.5,55.631519,37.516368,15500000,14815.0,205.0
panel,5,8.0,76.4,10.1,55.53134100000001,37.52103,11000000,25300.0,194.0
monolithBrick,8,23.0,76.6,23.2,55.557948,37.557268,11620000,21937.0,190.0
panel,8,17.0,76.0,12.0,55.629674,37.520258,15800000,14901.0,204.0
panel,6,16.0,77.0,10.0,55.648616,37.602966,15900000,11560.0,184.0
panel,3,17.0,75.0,10.0,55.629674,37.520258,16200000,14901.0,204.0
stalin,4,8.0,75.0,8.6,55.688096,37.532017,17800000,8862.0,216.0
panel,15,17.0,75.0,10.5,55.6634,37.560502,18900000,10476.0,199.0
panel,9,18.0,77.0,12.0,55.662364,37.520617,20000000,11649.0,211.0
panel,12,12.0,77.0,10.0,55.551614,37.561104,11300000,22594.0,189.0
brick,5,5.0,75.0,8.0,55.696052,37.575361,14650000,6743.0,202.0
brick,3,5.0,76.0,10.0,55.685782,37.584667,15200000,7646.0,195.0
panel,6,17.0,76.0,10.0,55.69248,37.58809,17700000,6870.0,195.0
panel,10,24.0,75.5,9.0,55.666051,37.517752,19300000,11394.0,213.0
monolithBrick,11,21.0,75.0,10.0,55.662461,37.516925,21900000,11760.0,212.0
brick,6,12.0,76.3,7.0,55.531178,37.513431,9250000,25435.0,195.0
panel,12,12.0,75.0,10.0,55.550096,37.5645,9700000,22730.0,188.0
panel,4,14.0,75.0,10.1,55.541428,37.512074,10200000,24355.0,196.0
panel,9,15.0,76.1,10.0,55.545722,37.566377,10350000,23196.0,188.0
panel,4,22.0,76.7,10.0,55.545421,37.551941,11000000,23368.0,190.0
panel,5,14.0,77.0,11.0,55.531672,37.50089000000001,11300000,25593.0,196.0
panel,1,9.0,77.0,15.0,55.529675,37.512532,11600000,25611.0,195.0
monolith,8,23.0,75.0,23.0,55.557948,37.557268,11620000,21937.0,190.0
panel,5,16.0,75.0,10.4,55.589773,37.544593,11900000,18628.0,194.0
panel,6,22.0,76.6,10.1,55.576274,37.581846,12000000,19702.0,186.0
panel,1,17.0,76.0,10.4,55.611231,37.527983,12000000,16635.0,199.0
block,12,16.0,75.0,10.5,55.603883,37.518362,12000000,17610.0,200.0
panel,10,12.0,76.0,10.0,55.55214399999999,37.559586,12200000,22551.0,189.0
panel,6,22.0,77.0,10.1,55.576274,37.581846,12200000,19702.0,186.0
panel,10,12.0,76.0,10.0,55.55214399999999,37.559586,12200000,22551.0,189.0
panel,9,17.0,75.5,10.0,55.571159,37.571372,12300000,20348.0,188.0
panel,11,17.0,76.0,10.0,55.571159,37.571372,12600000,20348.0,188.0
panel,11,17.0,76.0,10.0,55.571159,37.571372,12770000,20348.0,188.0
panel,11,17.0,76.0,10.0,55.571159,37.571372,12750000,20348.0,188.0
panel,11,17.0,76.0,10.0,55.571159,37.571372,12750000,20348.0,188.0
panel,11,17.0,76.0,10.0,55.571159,37.571372,12770000,20348.0,188.0
panel,2,16.0,76.0,10.2,55.602413,37.555319,13200000,17102.0,193.0
panel,17,17.0,75.2,10.4,55.624037,37.491161,13590000,16275.0,209.0
panel,11,17.0,75.0,10.0,55.64184399999999,37.530319,13800000,13406.0,204.0
panel,8,9.0,75.7,8.0,55.6372,37.524399,14050000,14029.0,204.0
panel,3,16.0,75.2,10.0,55.599941,37.536356,14200000,17670.0,196.0
panel,6,7.0,76.4,12.0,55.52886,37.516341,14250000,25639.0,194.0
panel,1,17.0,75.4,10.2,55.62589200000001,37.524219,14800000,15192.0,202.0
brick,1,5.0,76.4,9.0,55.693769,37.566234,14900000,7207.0,205.0
panel,11,16.0,75.0,10.0,55.629943,37.481837,14800000,16001.0,212.0
panel,11,16.0,75.0,10.3,55.644735,37.478908,14850000,14732.0,216.0
panel,11,16.0,77.0,10.0,55.654493,37.5865,14990000,11031.0,190.0
panel,9,17.0,76.5,10.2,55.663212,37.609928,14999000,9914.0,182.0
panel,15,16.0,75.0,11.0,55.611587,37.540344,15100000,16355.0,197.0
monolithBrick,3,5.0,76.0,10.0,55.685782,37.584667,15200000,7646.0,195.0
brick,1,8.0,75.9,8.0,55.68484300000001,37.528046,15900000,9301.0,216.0
panel,1,17.0,77.0,11.0,55.670585,37.566243,16000000,9602.0,199.0
panel,17,17.0,75.0,10.0,55.670585,37.566243,16100000,9602.0,199.0
brick,1,8.0,75.9,8.0,55.68484300000001,37.528046,16200000,9301.0,216.0
panel,3,17.0,76.1,10.0,55.64589300000001,37.477022,16490000,14697.0,216.0
panel,16,19.0,76.0,8.2,55.648413,37.526744,16700000,12835.0,206.0
panel,14,17.0,76.9,10.0,55.617185,37.491826,17000000,16928.0,207.0
panel,6,17.0,75.0,11.0,55.662953,37.555463,16900000,10631.0,201.0
monolithBrick,8,16.0,77.0,10.0,55.633821,37.486823,17300000,15469.0,212.0
panel,8,22.0,75.0,10.0,55.658891,37.51952100000001,17800000,12017.0,210.0
panel,15,22.0,75.9,10.1,55.658891,37.51952100000001,17950000,12017.0,210.0
panel,5,17.0,75.0,10.0,55.670585,37.566243,17900000,9602.0,199.0
panel,15,22.0,75.9,10.0,55.658891,37.51952100000001,18000000,12017.0,210.0
brick,2,8.0,76.7,10.8,55.678549,37.526277,18600000,9938.0,214.0
panel,14,17.0,75.0,12.9,55.680123,37.55569600000001,18500000,8864.0,205.0
monolith,6,29.0,76.0,16.0,55.644064,37.473519,19900000,14992.0,217.0
monolith,23,48.0,76.0,18.0,55.66132800000001,37.509343,21400000,12124.0,213.0
monolith,21,38.0,75.0,15.0,55.66132800000001,37.509343,21400000,12124.0,213.0
monolith,23,48.0,76.0,12.0,55.66132800000001,37.509343,21400000,12124.0,213.0
panel,7,17.0,76.0,10.0,55.67956,37.558948,21500000,8837.0,204.0
brick,4,5.0,76.1,9.2,55.68258,37.558876,21600000,8532.0,205.0
monolith,20,33.0,76.5,11.0,55.67290500000001,37.524318,21657600,10529.0,213.0
monolithBrick,17,19.0,75.81,15.1,55.681047,37.551088,23213295,8899.0,207.0
monolith,19,19.0,75.1,12.1,55.69621,37.571686,27069495,6817.0,204.0
panel,1,14.0,76.0,10.0,55.57699100000001,37.575558,10150000,19669.0,187.0
panel,2,16.0,75.8,10.1,55.54564499999999,37.528253,10190000,23645.0,193.0
panel,2,17.0,76.5,10.2,55.546287,37.555598,10300000,23235.0,189.0
panel,1,17.0,75.3,10.0,55.56560500000001,37.572405,10500000,20952.0,187.0
panel,14,14.0,76.0,10.5,55.546083,37.549184,10700000,23326.0,190.0
panel,15,22.0,77.0,10.5,55.549429,37.5539,10800000,22907.0,190.0
panel,9,12.0,75.0,10.0,55.570166,37.575693,10800000,20422.0,187.0
panel,10,16.0,75.1,9.9,55.591742,37.536302,10800000,18548.0,196.0
panel,12,16.0,75.3,10.0,55.544891,37.529187,11199999,23713.0,193.0
panel,9,16.0,75.0,10.0,55.609746,37.516781,11500000,17035.0,201.0
panel,1,6.0,77.0,15.0,55.529675,37.512532,11600000,25611.0,195.0
panel,16,16.0,77.0,10.5,55.590445,37.541835,11790000,18598.0,194.0
panel,8,17.0,75.0,10.5,55.568654,37.579142,11800000,20564.0,186.0
panel,16,17.0,76.0,12.0,55.559817,37.58517,12000000,21505.0,185.0
panel,7,16.0,75.3,10.4,55.589773,37.544593,12200000,18628.0,194.0
panel,15,17.0,75.2,10.2,55.564399,37.574633,12300000,21067.0,187.0
panel,6,16.0,77.0,10.0,55.601691,37.511742,12500000,17986.0,201.0
panel,10,12.0,76.0,10.0,55.55214399999999,37.559586,12500000,22551.0,189.0
panel,6,12.0,75.0,10.0,55.54276700000001,37.518282,12700000,24109.0,195.0
panel,8,12.0,76.0,10.0,55.55214399999999,37.559586,12850000,22551.0,189.0
panel,2,16.0,75.0,10.5,55.64855,37.571174,13000000,11873.0,194.0
panel,12,16.0,76.0,10.0,55.604092,37.539024,13000000,17179.0,196.0
monolithBrick,11,14.0,76.6,12.7,55.54893000000001,37.538224,13500000,23149.0,192.0
panel,7,16.0,77.0,10.3,55.596259,37.540093,13500000,18000.0,195.0
panel,14,17.0,77.0,10.1,55.548375,37.534469,13500000,23261.0,193.0
panel,1,12.0,76.0,9.0,55.643109,37.486311,13550000,14615.0,214.0
panel,12,16.0,75.0,10.3,55.644313,37.519333,13900000,13451.0,207.0
panel,1,12.0,75.0,9.0,55.662963,37.528217,13990000,11353.0,209.0
panel,11,16.0,75.3,10.0,55.66611700000001,37.57802,14100000,9871.0,194.0
panel,6,7.0,77.0,19.0,55.52886,37.516341,14199000,25639.0,194.0
panel,12,16.0,75.5,10.4,55.610077,37.527112,14500000,16774.0,199.0
block,15,16.0,75.0,10.4,55.657946,37.565659,14790000,10954.0,197.0
panel,5,17.0,75.0,9.5,55.64914399999999,37.534918,14900000,12545.0,204.0
panel,3,16.0,76.0,10.4,55.602642,37.523824,14800000,17624.0,199.0
panel,11,16.0,75.0,10.2,55.644735,37.478908,15000000,14732.0,216.0
brick,1,9.0,77.0,9.0,55.687462,37.547944,14950000,8368.0,211.0
panel,4,16.0,76.0,10.0,55.646406000000006,37.482592,15000000,14446.0,215.0
panel,1,17.0,78.3,10.2,55.638551,37.533571,15900000,13664.0,202.0
panel,6,16.0,78.0,10.3,55.60284,37.544584,16085000,17219.0,195.0
panel,1,16.0,78.2,10.2,55.604865,37.55593,12300000,16828.0,193.0
brick,2,8.0,78.0,10.0,55.695829,37.557682,19700000,7255.0,210.0
brick,8,8.0,78.7,11.0,55.68351800000001,37.530256,19500000,9340.0,215.0
panel,1,12.0,79.0,10.0,55.532666000000006,37.521408,7550000,25151.0,194.0
panel,14,16.0,78.0,11.0,55.541413,37.509748,11150000,24396.0,196.0
panel,12,14.0,78.0,9.8,55.693084,37.59613,15800000,6695.0,191.0
panel,10,22.0,78.7,10.5,55.666528,37.521902,16700000,11210.0,212.0
panel,9,10.0,79.0,10.2,55.692501,37.586778,16990000,6889.0,195.0
panel,3,17.0,78.0,11.0,55.638551,37.533571,17200000,13664.0,202.0
monolith,4,24.0,78.7,12.0,55.669209,37.521695,21700000,10964.0,213.0
brick,5,7.0,78.1,8.3,55.702571,37.581631,16990000,5923.0,201.0
monolith,7,24.0,78.5,10.5,55.636001,37.54127800000001,18000000,13755.0,200.0
panel,8,10.0,78.2,10.7,55.548451,37.566449,10500000,22895.0,188.0
panel,1,5.0,78.0,6.0,55.643612,37.51653,11300000,13600.0,207.0
panel,6,7.0,78.8,12.0,55.533297,37.53350800000001,12200000,24914.0,192.0
panel,12,14.0,78.0,12.7,55.540939,37.523645,12500000,24223.0,194.0
panel,14,14.0,78.0,10.2,55.551161,37.535062,12900000,22950.0,193.0
panel,2,14.0,78.0,8.6,55.56615,37.564931,12900000,20958.0,189.0
panel,1,14.0,78.0,9.0,55.657184,37.600711,13500000,10620.0,185.0
panel,1,9.0,78.0,6.0,55.667818,37.545662,13500000,10373.0,205.0
panel,5,17.0,78.4,11.0,55.59840500000001,37.519476,13600000,18160.0,199.0
panel,5,17.0,78.0,10.0,55.59840500000001,37.519476,13800000,18160.0,199.0
panel,13,14.0,78.0,8.5,55.693084,37.59613,14950000,6695.0,191.0
panel,8,12.0,79.0,8.6,55.662963,37.528217,15850000,11353.0,209.0
block,2,6.0,78.0,24.0,55.688827,37.56317,17000000,7787.0,205.0
monolith,2,17.0,78.0,9.0,55.693597,37.57767800000001,17900000,6946.0,200.0
panel,4,22.0,78.0,10.0,55.659246,37.516683,18400000,12074.0,211.0
brick,2,8.0,78.0,13.0,55.695829,37.557682,19500000,7255.0,210.0
panel,14,17.0,78.0,11.0,55.687386,37.58100200000001,19500000,7537.0,197.0
brick,2,8.0,78.0,12.0,55.695829,37.557682,19800000,7255.0,210.0
monolith,17,33.0,79.0,13.0,55.67290500000001,37.524318,23300000,10529.0,213.0
panel,6,7.0,78.8,10.0,55.533297,37.53350800000001,11300000,24914.0,192.0
panel,6,9.0,78.4,8.5,55.54038900000001,37.501968,11300000,24643.0,197.0
panel,8,9.0,78.0,10.0,55.546165,37.52180300000001,11700000,23687.0,194.0
panel,4,15.0,78.0,11.0,55.551049,37.571902,12500000,22564.0,187.0
brick,1,5.0,78.4,7.7,55.680103,37.581963,13000000,8301.0,195.0
brick,5,5.0,78.0,8.9,55.692922,37.565398,13500000,7315.0,206.0
block,5,5.0,78.2,8.4,55.688025,37.562299,15000000,7891.0,205.0
brick,9,9.0,78.0,9.0,55.683798,37.537883,16650000,9047.0,213.0
panel,8,17.0,78.0,10.0,55.693389,37.592572,16800000,6706.0,192.0
panel,8,17.0,79.0,10.0,55.694337,37.583796,17100000,6745.0,197.0
block,2,5.0,78.7,9.0,55.690187,37.58685,17270000,7137.0,195.0
monolith,2,18.0,78.0,8.5,55.693597,37.57767800000001,17500000,6946.0,200.0
monolith,4,16.0,78.0,30.0,55.655214,37.573465,17500000,11118.0,194.0
monolith,10,16.0,78.0,15.0,55.633821,37.486823,17890000,15469.0,212.0
panel,11,17.0,78.3,10.1,55.67858,37.55914600000001,18090000,8932.0,203.0
panel,7,17.0,78.0,14.0,55.67225500000001,37.577238,18500000,9222.0,195.0
stalin,4,8.0,79.0,10.4,55.686919,37.574525,19300000,7713.0,200.0
panel,9,22.0,78.5,10.5,55.668772,37.536005,22000000,10550.0,208.0
monolith,5,16.0,78.0,8.0,55.598711,37.512263,12500000,18284.0,201.0
block,5,5.0,78.0,9.0,55.69195799999999,37.584496,19000000,6986.0,196.0
panel,8,10.0,81.2,10.0,55.531178,37.513431,11250000,25435.0,195.0
monolith,4,6.0,81.3,20.0,55.668386,37.56379,17000000,9884.0,199.0
panel,14,17.0,80.0,13.0,55.549592,37.535089,12990000,23120.0,193.0
brick,5,8.0,82.0,12.0,55.68351800000001,37.530256,19999000,9340.0,215.0
brick,3,8.0,82.0,10.5,55.67457,37.52424600000001,22000000,10377.0,214.0
monolith,1,19.0,82.0,8.4,55.670097,37.550217,23900000,10022.0,204.0
brick,8,8.0,81.0,8.0,55.698655,37.562443,27000000,6833.0,209.0
panel,9,22.0,80.0,10.2,55.545421,37.551941,10800000,23368.0,190.0
stalin,2,8.0,80.0,13.0,55.695626,37.557304,18700000,7286.0,210.0
brick,3,9.0,81.4,7.8,55.691826,37.540784,22800000,8203.0,215.0
panel,9,24.0,80.0,15.0,55.664517,37.57595300000001,23990000,10075.0,194.0
panel,10,17.0,82.0,10.0,55.502773,37.602085,8500000,27783.0,182.0
panel,2,14.0,81.0,8.5,55.57850300000001,37.57263,10100000,19527.0,188.0
panel,9,17.0,81.0,11.0,55.546083,37.549184,10200000,23326.0,190.0
panel,4,10.0,81.0,11.0,55.548451,37.566449,11500000,22895.0,188.0
panel,7,22.0,82.0,10.0,55.545421,37.551941,12000000,23368.0,190.0
brick,5,9.0,82.0,18.0,55.536385,37.530139,12400000,24623.0,193.0
panel,14,17.0,80.0,10.2,55.549592,37.535089,12990000,23120.0,193.0
panel,14,17.0,80.0,13.0,55.549592,37.535089,12980000,23120.0,193.0
brick,8,9.0,80.0,18.0,55.536385,37.530139,13900000,24623.0,193.0
brick,8,9.0,80.0,18.0,55.536385,37.530139,13900000,24623.0,193.0
panel,2,12.0,80.0,10.0,55.548044,37.558391,13999999,23013.0,189.0
panel,10,10.0,80.0,11.0,55.656824,37.590767,14900000,10733.0,188.0
panel,10,10.0,80.0,11.0,55.656824,37.590767,14900000,10733.0,188.0
panel,14,17.0,80.0,10.5,55.64955500000001,37.570537,15500000,11774.0,194.0
panel,1,14.0,81.0,12.0,55.564964,37.566961,15800000,21070.0,188.0
panel,4,17.0,80.3,12.0,55.56618100000001,37.578612,16000000,20841.0,186.0
block,1,5.0,80.7,9.1,55.685625,37.530849,16000000,9127.0,216.0
panel,8,12.0,80.0,8.6,55.662963,37.528217,16195000,11353.0,209.0
panel,8,12.0,80.0,8.0,55.662963,37.528217,16400000,11353.0,209.0
block,4,5.0,80.0,9.0,55.68382800000001,37.533023,16700000,9213.0,214.0
brick,5,8.0,80.0,10.0,55.679341,37.525567,17300000,9890.0,215.0
block,2,5.0,80.0,11.0,55.681986,37.561122,17200000,8534.0,204.0
brick,1,8.0,80.0,9.0,55.695372,37.574148,17490000,6842.0,202.0
brick,7,8.0,80.0,8.0,55.686168,37.535826,17650000,8898.0,214.0
panel,7,22.0,81.7,10.0,55.63755,37.528972,18000000,13878.0,203.0
brick,3,8.0,81.0,9.0,55.68114300000001,37.526178,18200000,9704.0,215.0
brick,7,8.0,80.0,8.5,55.686168,37.535826,18500000,8898.0,214.0
panel,2,17.0,81.3,10.2,55.66723399999999,37.568372,18500000,9915.0,197.0
monolith,6,6.0,82.0,20.0,55.668386,37.56379,18504200,9884.0,199.0
monolith,8,20.0,81.2,22.0,55.642199,37.60452,18900000,12267.0,183.0
brick,8,8.0,82.0,10.0,55.678621,37.517015,19700000,10271.0,217.0
brick,8,10.0,80.6,9.5,55.678621,37.517015,22500000,10271.0,217.0
brick,8,8.0,80.0,9.0,55.689136,37.545833,22400000,8278.0,212.0
stalin,2,10.0,80.5,9.0,55.69107,37.560188,23600000,7645.0,207.0
monolith,1,19.0,82.0,9.0,55.670097,37.550217,23900000,10022.0,204.0
monolith,1,19.0,81.8,8.4,55.670097,37.550217,23900000,10022.0,204.0
brick,7,8.0,82.0,10.0,55.678615,37.524228,24250000,10005.0,215.0
monolith,1,19.0,81.8,8.9,55.670097,37.550217,24990000,10022.0,204.0
monolithBrick,5,22.0,80.0,12.0,55.66361800000001,37.514778,25500000,11723.0,213.0
stalin,8,9.0,80.8,9.2,55.68634,37.524606,26000000,9299.0,218.0
monolith,11,16.0,80.0,15.0,55.66361800000001,37.514778,26000000,11723.0,213.0
monolith,11,16.0,80.0,14.9,55.66361800000001,37.514778,26500000,11723.0,213.0
monolith,11,16.0,80.0,14.9,55.66361800000001,37.514778,26700000,11723.0,213.0
monolith,8,25.0,82.0,24.0,55.684772,37.585404,27500000,7743.0,194.0
monolith,22,23.0,80.0,18.0,55.65923100000001,37.560835,29600000,10908.0,198.0
brick,21,23.0,80.0,14.0,55.65923100000001,37.560835,31000000,10908.0,198.0
monolith,7,13.0,80.0,17.0,55.679417,37.546111,33000000,9205.0,208.0
panel,3,15.0,81.3,10.0,55.504822,37.578702,9500000,27640.0,185.0
panel,2,14.0,81.0,8.5,55.57850300000001,37.57263,10100000,19527.0,188.0
panel,6,9.0,81.0,9.0,55.53625699999999,37.533463,10200000,24592.0,192.0
panel,17,17.0,80.0,10.0,55.567326,37.588242,10500000,20655.0,185.0
panel,7,14.0,82.0,11.0,55.502084,37.57617800000001,10700000,27957.0,185.0
panel,2,9.0,80.0,9.0,55.53051600000001,37.513098,11100000,25511.0,195.0
panel,8,10.0,81.2,10.2,55.531178,37.513431,11250000,25435.0,195.0
panel,7,7.0,82.0,12.0,55.533537,37.519755,11800000,25082.0,194.0
brick,5,9.0,80.0,14.0,55.533674,37.517725,12540000,25098.0,194.0
monolith,5,9.0,80.0,15.0,55.536385,37.530139,12500000,24623.0,193.0
panel,5,6.0,80.0,8.0,55.527219,37.515524,13000000,25829.0,194.0
monolith,5,9.0,82.0,16.5,55.539171,37.535781,13000000,24244.0,192.0
block,2,17.0,81.0,11.6,55.564969,37.579672,13699999,20968.0,186.0
brick,2,5.0,80.0,9.0,55.675524,37.598618,13550000,8603.0,187.0
panel,9,14.0,82.0,9.0,55.628647,37.475531,14800000,16335.0,213.0
panel,2,12.0,80.0,9.0,55.662963,37.528217,14900000,11353.0,209.0
panel,2,22.0,80.0,10.5,55.657321,37.518282,14900000,12207.0,210.0
block,4,5.0,81.7,10.0,55.685625,37.530849,15500000,9127.0,216.0
panel,9,14.0,81.5,8.0,55.647854,37.495779,15650000,13846.0,213.0
panel,3,17.0,82.0,10.7,55.568064,37.573806,15800000,20669.0,187.0
panel,3,14.0,80.0,9.0,55.693084,37.59613,15800000,6695.0,191.0
block,4,5.0,80.0,9.0,55.68382800000001,37.533023,16700000,9213.0,214.0
panel,8,14.0,81.0,13.0,55.648692,37.496965,17000000,13728.0,213.0
brick,1,9.0,80.0,14.0,55.682422,37.568866,17200000,8306.0,201.0
brick,1,9.0,81.0,10.0,55.69246999999999,37.551726,17200000,7768.0,211.0
panel,18,22.0,80.0,10.0,55.662212,37.521965,17500000,11620.0,210.0
panel,6,22.0,80.0,10.3,55.652872,37.524013,18990000,12468.0,207.0
