wallsMaterial,floorNumber,floorsTotal,totalArea,kitchenArea,latitude,longitude,price,distance,azimuth
monolith,2,25.0,57.7,13.5,55.633373,37.417832,9500000,18158.0,223.0
monolith,7,25.0,56.0,10.0,55.56725,37.480238,10800000,22284.0,202.0
monolithBrick,5,12.0,55.3,10.3,55.548706,37.311112,5700000,29677.0,220.0
brick,2,3.0,56.0,11.0,55.499153,37.554358,6000000,28436.0,188.0
brick,3,4.0,56.0,7.0,55.575933,37.352426,6350000,25680.0,220.0
panel,13,17.0,56.6,8.8,55.508978000000006,37.332905,6799999,32409.0,213.0
monolithBrick,8,17.0,57.3,14.9,55.565865,37.471021,6770000,22654.0,204.0
brick,7,9.0,55.0,9.0,55.506561,37.571174,6900000,27491.0,186.0
panel,13,17.0,57.0,9.0,55.508978000000006,37.332905,7000000,32409.0,213.0
panel,11,17.0,56.7,9.0,55.508978000000006,37.332905,7000000,32409.0,213.0
monolith,14,14.0,56.0,15.0,55.467489,37.544746,7200000,32011.0,188.0
monolith,6,17.0,57.0,7.0,55.533241,37.4508,7200000,26495.0,203.0
panel,2,9.0,55.6,7.5,55.516501,37.568336,7200000,26410.0,186.0
panel,5,9.0,56.1,7.2,55.51205699999999,37.564671,7300000,26928.0,187.0
panel,10,17.0,55.0,8.5,55.517725,37.3508,7490000,30978.0,213.0
monolithBrick,7,17.0,57.0,9.0,55.50451700000001,37.536823,7500000,28019.0,190.0
block,2,17.0,56.0,9.0,55.516909,37.35203900000001,7500000,31012.0,212.0
monolithBrick,8,15.0,57.0,10.0,55.504206,37.539042,7550000,28028.0,190.0
panel,8,17.0,55.1,8.5,55.51915200000001,37.347907,7600000,30942.0,213.0
brick,1,4.0,56.1,6.0,55.632184,37.426204,7700000,17900.0,222.0
panel,16,17.0,55.0,9.0,55.51915200000001,37.347907,7700000,30942.0,213.0
panel,1,25.0,56.2,15.0,55.601254,37.36193,7700000,23176.0,224.0
monolithBrick,8,12.0,56.0,11.0,55.573327,37.490506,7700000,21415.0,202.0
monolith,21,24.0,55.0,11.0,55.577566,37.48269000000001,7800000,21166.0,203.0
monolithBrick,7,14.0,56.7,13.0,55.59320699999999,37.458822,7950000,20265.0,209.0
panel,3,17.0,55.7,11.0,55.600709,37.366466,7900000,23025.0,223.0
panel,10,12.0,57.2,10.0,55.52039499999999,37.355165,8000000,30579.0,212.0
panel,17,17.0,57.2,15.0,55.50220699999999,37.555651,8100000,28088.0,188.0
panel,12,17.0,56.0,10.0,55.603517,37.370572,8100000,22620.0,223.0
monolith,7,10.0,57.0,10.4,55.566679,37.495923,8100000,21986.0,200.0
block,8,17.0,55.4,11.0,55.620662,37.304878,8200000,24422.0,233.0
panel,2,17.0,56.2,12.0,55.60408100000001,37.362217,8300000,22936.0,224.0
monolith,18,24.0,55.0,10.9,55.575185,37.482897,8349000,21405.0,203.0
panel,17,17.0,56.0,11.0,55.600638,37.356648,8400000,23455.0,224.0
panel,2,17.0,56.0,12.0,55.60408100000001,37.362217,8500000,22936.0,224.0
panel,8,17.0,56.0,11.7,55.599835,37.366125,8640000,23111.0,223.0
panel,15,17.0,56.0,11.0,55.600709,37.366466,8590000,23025.0,223.0
panel,8,17.0,56.0,12.0,55.599835,37.366125,8645000,23111.0,223.0
panel,5,15.0,56.0,11.0,55.52435,37.509667,8550000,26230.0,195.0
panel,8,17.0,56.0,11.5,55.599835,37.366125,8649000,23111.0,223.0
panel,16,17.0,55.8,11.0,55.59916800000001,37.364364,8600000,23241.0,223.0
monolithBrick,15,17.0,55.6,9.9,55.595699,37.343398,8750000,24432.0,225.0
monolithBrick,15,24.0,56.0,10.0,55.56533,37.478881,8950000,22515.0,202.0
panel,2,17.0,56.4,12.0,55.60408100000001,37.362217,9400000,22936.0,224.0
panel,4,25.0,56.3,12.0,55.601254,37.36193,9640000,23176.0,224.0
panel,12,17.0,55.0,9.0,55.517974,37.343793,10000000,31194.0,213.0
monolith,12,25.0,56.0,21.0,55.56644,37.479861,10800000,22377.0,202.0
monolith,12,25.0,56.0,8.2,55.56644,37.479861,10799000,22377.0,202.0
monolithBrick,8,25.0,57.0,12.0,55.619462,37.41538,11200000,19416.0,220.0
block,2,3.0,57.5,17.8,55.55143100000001,37.325898,5800000,28849.0,219.0
monolithBrick,2,5.0,56.0,10.0,55.582832,37.463964,6150000,21134.0,207.0
monolith,3,9.0,55.21,11.3,55.55409399999999,37.314768,6361024,29071.0,221.0
monolithBrick,11,12.0,55.8,9.6,55.549908,37.311148,6500000,29574.0,220.0
panel,5,5.0,56.2,6.0,55.60396899999999,37.348707,6950000,23543.0,226.0
panel,1,5.0,56.0,6.5,55.60396899999999,37.348707,6950000,23543.0,226.0
brick,8,9.0,56.9,7.1,55.506954,37.563269,7300000,27503.0,187.0
monolithBrick,8,17.0,55.0,11.3,55.555,37.467221,7400000,23860.0,203.0
block,4,13.0,57.3,10.1,55.52001800000001,37.354483,7450000,30637.0,213.0
panel,13,25.0,55.4,14.4,55.588537,37.374479,7500000,23711.0,220.0
panel,10,17.0,55.0,9.0,55.517725,37.3508,7550000,30978.0,213.0
monolith,12,12.0,56.0,10.1,55.59320699999999,37.458822,7700002,20265.0,209.0
monolith,6,17.0,57.0,6.0,55.533216,37.449327,7800000,26534.0,203.0
monolith,7,7.0,57.1,14.2,55.592637,37.461122,8000000,20250.0,209.0
panel,17,17.0,57.0,15.0,55.50220699999999,37.555651,8100000,28088.0,188.0
panel,12,17.0,55.7,11.0,55.600709,37.366466,8250000,23025.0,223.0
panel,9,17.0,57.0,11.0,55.543582,37.49709,8500000,24396.0,198.0
panel,12,14.0,56.0,10.5,55.622736,37.30481500000001,8600000,24287.0,234.0
panel,17,17.0,56.0,11.0,55.600638,37.356648,8650000,23455.0,224.0
monolith,4,9.0,55.0,11.8,55.591284,37.453567,8800000,20613.0,210.0
panel,17,17.0,56.0,11.0,55.599387,37.36272,9100000,23293.0,223.0
monolith,17,25.0,55.0,12.0,55.618196,37.407564,9199000,19845.0,221.0
monolith,4,17.0,57.0,16.1,55.572681,37.485763,9700000,21593.0,202.0
monolith,14,15.0,57.47,16.7,55.655869,37.427381,9900000,15970.0,228.0
panel,5,10.0,57.7,14.0,55.523682,37.511814,9990000,26268.0,194.0
monolith,2,9.0,57.3,15.5,55.589147,37.456388,9990000,20734.0,209.0
monolith,8,16.0,57.6,15.0,55.523575,37.508661,10700000,26330.0,195.0
monolith,12,25.0,56.0,10.0,55.56644,37.479861,10800000,22377.0,202.0
monolithBrick,8,16.0,57.0,12.0,55.57109300000001,37.491718,10790000,21619.0,201.0
monolith,11,17.0,55.0,10.0,55.638572,37.325593,11150000,22195.0,235.0
monolith,7,14.0,57.0,17.0,55.591915,37.45750200000001,12600000,20431.0,209.0
monolithBrick,12,17.0,56.0,10.0,55.603517,37.370572,8050000,22620.0,223.0
monolith,12,17.0,56.9,16.0,55.572681,37.485763,9700000,21593.0,202.0
monolith,4,16.0,59.0,12.6,55.589926,37.452633,7961000,20774.0,210.0
monolith,6,7.0,58.1,12.2,55.592637,37.461122,8999999,20250.0,209.0
monolith,2,27.0,58.0,13.5,55.633373,37.417832,9250000,18158.0,223.0
monolith,10,19.0,59.6,10.1,55.550677,37.51043,7300000,23393.0,196.0
monolithBrick,7,17.0,58.4,9.6,55.597449,37.340622,9300000,24416.0,225.0
panel,12,17.0,59.0,13.0,55.601386,37.363457,8700000,23099.0,223.0
brick,4,13.0,58.0,10.0,55.500315,37.541198,6400000,28433.0,190.0
monolith,3,16.0,59.0,12.0,55.56835400000001,37.495761,6850000,21814.0,200.0
monolithBrick,13,18.0,58.1,9.0,55.491263,37.555032,6900000,29301.0,187.0
monolith,2,25.0,58.8,13.8,55.592108,37.373563,7056000,23444.0,221.0
monolithBrick,2,25.0,59.0,10.0,55.592108,37.373563,7056000,23444.0,221.0
monolithBrick,7,14.0,58.0,8.0,55.500524,37.541943,7200000,28402.0,189.0
block,3,3.0,59.0,14.5,55.512842000000006,37.371551,7300000,30764.0,210.0
panel,9,14.0,59.0,8.0,55.491936,37.555247,7500000,29225.0,187.0
monolithBrick,4,19.0,58.0,9.0,55.504206,37.539042,7500000,28028.0,190.0
monolithBrick,6,7.0,58.5,14.1,55.592637,37.461122,7690000,20250.0,209.0
monolithBrick,2,3.0,59.0,12.0,55.519473,37.396955,7700000,29342.0,208.0
monolith,8,15.0,59.5,15.9,55.594107,37.458166,7800000,20197.0,209.0
monolith,8,18.0,58.4,7.0,55.54429,37.486957,7800000,24524.0,199.0
monolith,12,15.0,59.5,10.0,55.56835400000001,37.495761,7800000,21814.0,200.0
monolith,11,16.0,59.9,9.8,55.594107,37.458166,7850000,20197.0,209.0
monolithBrick,5,21.0,59.0,11.0,55.493502,37.551564,7999000,29083.0,188.0
monolith,9,12.0,59.0,12.4,55.504277,37.558194,7950000,27838.0,187.0
monolith,2,7.0,59.9,16.0,55.591915,37.45750200000001,7990000,20431.0,209.0
panel,5,17.0,58.1,11.1,55.600638,37.356648,8000000,23455.0,224.0
monolithBrick,7,15.0,58.0,9.0,55.553799,37.463691,8000000,24070.0,203.0
panel,16,17.0,58.0,11.0,55.599153,37.365811,8100000,23180.0,223.0
monolith,14,16.0,58.0,12.0,55.567097,37.496713,8100000,21925.0,200.0
panel,2,17.0,58.0,10.5,55.543582,37.49709,8200000,24396.0,198.0
panel,8,25.0,58.0,10.4,55.62657900000001,37.313502,8250000,23592.0,234.0
monolith,7,21.0,59.0,14.0,55.493502,37.551564,8300000,29083.0,188.0
panel,3,9.0,59.0,6.0,55.57196800000001,37.478253,8400000,21849.0,203.0
panel,14,17.0,58.7,11.0,55.604753,37.358426,8400000,23049.0,225.0
panel,7,9.0,59.1,6.0,55.59958,37.354177,8500000,23648.0,224.0
monolith,16,19.0,59.0,10.0,55.504206,37.539042,8700000,28028.0,190.0
panel,5,17.0,58.0,10.0,55.62352900000001,37.303126,8700000,24320.0,234.0
panel,12,17.0,59.0,13.0,55.601386,37.363457,8700000,23099.0,223.0
monolith,3,8.0,58.2,12.6,55.59356800000001,37.46052,8700000,20178.0,209.0
panel,12,17.0,59.0,11.0,55.601386,37.363457,8700000,23099.0,223.0
panel,2,17.0,58.5,11.5,55.60489499999999,37.361436,8790000,22905.0,224.0
panel,2,17.0,58.6,10.0,55.62352900000001,37.303126,8800000,24320.0,234.0
panel,12,15.0,59.0,19.0,55.618928,37.411113,8950000,19637.0,221.0
monolithBrick,14,17.0,58.2,9.8,55.59553199999999,37.342095,8990000,24502.0,225.0
monolithBrick,6,10.0,58.0,10.8,55.523682,37.511814,9000000,26268.0,194.0
panel,5,19.0,58.0,13.0,55.622233,37.306926,9000000,24214.0,233.0
panel,3,10.0,58.7,11.0,55.542115,37.483104,9190000,24833.0,200.0
monolithBrick,2,9.0,58.4,16.9,55.651816,37.42381500000001,9300000,16441.0,227.0
panel,4,12.0,58.0,10.0,55.59843100000001,37.353441,9400000,23773.0,224.0
panel,18,25.0,58.0,12.0,55.598817,37.360196,9999000,23448.0,223.0
panel,17,17.0,59.4,12.9,55.526093,37.510745,10100000,26025.0,195.0
monolithBrick,6,14.0,58.0,11.0,55.567596,37.487541,10200000,22077.0,201.0
panel,7,9.0,59.0,11.0,55.540949,37.486544,10200000,24884.0,199.0
monolith,6,14.0,58.0,11.0,55.567596,37.487541,10200000,22077.0,201.0
monolithBrick,17,17.0,59.2,15.0,55.636895,37.312262,10850000,22993.0,236.0
monolithBrick,5,9.0,58.0,12.0,55.588323,37.4576,11200000,20778.0,209.0
monolith,2,9.0,59.76,11.9,55.554058,37.313699,6645335,29118.0,221.0
monolith,9,14.0,58.5,14.3,55.566909,37.494359,6900002,21996.0,200.0
brick,2,3.0,59.0,13.0,55.519473,37.396955,7500000,29342.0,208.0
brick,7,9.0,58.0,7.0,55.506954,37.563269,7500000,27503.0,187.0
panel,3,17.0,58.0,12.0,55.599153,37.365811,7600000,23180.0,223.0
monolith,25,25.0,58.0,13.0,55.633373,37.417832,7700000,18158.0,223.0
panel,9,9.0,58.0,7.0,55.506954,37.563269,7800000,27503.0,187.0
monolith,4,16.0,59.0,12.6,55.590612,37.452309,7760000,20718.0,210.0
monolith,4,4.0,58.0,10.0,55.587952,37.467365,7900000,20528.0,207.0
block,4,12.0,58.0,10.1,55.52039499999999,37.355165,8000000,30579.0,212.0
monolith,9,9.0,58.0,7.0,55.540608,37.484972,8100000,24952.0,199.0
panel,2,17.0,58.0,9.0,55.621374,37.30574,8200000,24331.0,233.0
block,13,13.0,58.0,10.1,55.52039499999999,37.355165,8200000,30579.0,212.0
monolith,12,16.0,58.0,9.7,55.594107,37.458166,8150000,20197.0,209.0
monolith,13,16.0,59.0,12.0,55.567596,37.487541,8400000,22077.0,201.0
monolith,15,18.0,58.7,8.0,55.63379000000001,37.415469,8500000,18226.0,224.0
block,3,3.0,58.9,17.0,55.513978,37.374551,8500000,30560.0,210.0
panel,16,17.0,58.0,12.0,55.60408100000001,37.362217,8600000,22936.0,224.0
monolith,10,23.0,58.0,10.0,55.635716,37.328054,8650000,22252.0,234.0
panel,12,17.0,59.0,13.0,55.601386,37.363457,8700000,23099.0,223.0
panel,16,17.0,58.0,21.0,55.60408100000001,37.362217,8650000,22936.0,224.0
monolith,16,25.0,59.0,12.5,55.598126,37.364652,8700000,23314.0,223.0
panel,4,17.0,58.6,12.9,55.592866,37.368443,8700000,23591.0,221.0
panel,14,17.0,58.3,13.0,55.622233,37.306926,8800000,24214.0,233.0
monolith,2,9.0,58.7,11.2,55.540608,37.484972,8900000,24952.0,199.0
panel,9,17.0,58.0,11.0,55.620662,37.304878,9000000,24422.0,233.0
monolith,10,12.0,58.5,13.0,55.593787,37.458894,9500000,20206.0,209.0
monolith,11,15.0,59.0,12.0,55.56574300000001,37.492221,9500000,22164.0,201.0
monolith,2,15.0,59.1,18.9,55.618928,37.411113,9700000,19637.0,221.0
monolith,5,16.0,58.6,11.7,55.566567000000006,37.485637,10395000,22227.0,202.0
monolithBrick,7,16.0,60.0,16.0,55.56529499999999,37.492159,11650000,22212.0,200.0
monolith,12,20.0,60.0,11.0,55.6338,37.324263,12300000,22571.0,234.0
monolith,4,6.0,60.0,18.0,55.589773,37.454932,12500000,20718.0,209.0
brick,2,3.0,59.5,12.7,55.518295,37.395257,6000000,29508.0,208.0
panel,1,17.0,59.95,10.8,55.605887,37.360879,8500000,22850.0,225.0
panel,22,25.0,58.0,12.0,55.602724,37.35867800000001,8798000,23199.0,224.0
monolith,21,25.0,60.0,12.0,55.618196,37.407564,10500000,19845.0,221.0
monolith,22,24.0,61.4,11.5,55.638175,37.329042,9850000,22042.0,235.0
panel,11,16.0,60.0,10.0,55.523825,37.514733,10800000,26208.0,194.0
monolith,8,16.0,61.3,11.5,55.521104,37.355201,5000000,30511.0,213.0
monolith,14,15.0,61.9,14.4,55.59356800000001,37.46052,7100000,20178.0,209.0
brick,4,9.0,61.0,8.0,55.514779,37.525181,6250000,27040.0,192.0
monolithBrick,14,17.0,62.0,11.0,55.525481000000006,37.514778,8100000,26028.0,194.0
monolithBrick,8,9.0,62.0,12.0,55.592637,37.461122,8500000,20250.0,209.0
monolith,22,24.0,61.4,11.5,55.638175,37.329042,9850000,22042.0,235.0
monolith,3,22.0,61.7,10.3,55.635223,37.330552,10089000,22157.0,234.0
monolith,2,17.0,60.2,11.0,55.635935,37.329815,11200000,22148.0,234.0
panel,10,17.0,62.0,13.0,55.635929,37.32694,11990000,22295.0,235.0
panel,2,17.0,60.5,12.9,55.591223,37.374237,8300000,23492.0,220.0
monolith,16,20.0,60.9,10.3,55.63692,37.333292,10750000,21906.0,234.0
panel,10,19.0,60.0,9.5,55.62635,37.310932,5800000,23738.0,234.0
monolith,15,15.0,61.0,14.0,55.550677,37.51043,7400000,23393.0,196.0
monolith,10,16.0,60.0,13.0,55.633861,37.414041,7695000,18283.0,224.0
panel,10,17.0,60.0,13.0,55.621902,37.302497,7900000,24459.0,234.0
panel,19,24.0,60.0,15.0,55.625308,37.309441,8750000,23882.0,234.0
panel,8,17.0,60.0,13.0,55.518876,37.345131,8800000,31064.0,213.0
monolith,6,7.0,60.2,12.2,55.592637,37.461122,9000000,20250.0,209.0
panel,10,17.0,60.1,12.9,55.56924,37.471911,9700000,22287.0,204.0
monolith,12,14.0,60.6,11.0,55.56746800000001,37.490227,9900000,22029.0,201.0
panel,2,17.0,62.5,12.9,55.642972,37.328566,10700000,21763.0,236.0
monolith,14,20.0,62.0,11.0,55.636646,37.331216,11150000,22030.0,234.0
panel,16,17.0,60.2,14.8,55.624174,37.311229,11100000,23867.0,233.0
monolith,9,9.0,61.0,10.0,55.592678,37.45919,7750000,20305.0,209.0
panel,11,17.0,60.0,11.0,55.599835,37.366125,7850000,23111.0,223.0
panel,2,17.0,60.5,12.9,55.594026,37.368667,8800000,23484.0,221.0
brick,10,12.0,60.0,12.0,55.503747,37.556801,8800000,27908.0,188.0
brick,7,17.0,62.0,9.0,55.56792700000001,37.47722,9600000,22288.0,203.0
panel,3,17.0,60.3,12.8,55.636687,37.315415,10600000,22842.0,236.0
panel,1,5.0,61.0,6.0,55.511608,37.564257,6599000,26981.0,187.0
panel,2,5.0,61.0,6.0,55.473745,37.543165,6699999,31336.0,188.0
monolithBrick,19,21.0,60.5,9.7,55.50320600000001,37.53685,7300000,28162.0,190.0
panel,12,17.0,62.0,9.5,55.50220699999999,37.555651,7600000,28088.0,188.0
brick,3,17.0,62.0,10.0,55.50574,37.564114,7800000,27631.0,187.0
monolith,5,12.0,60.0,14.0,55.592937,37.457403,7800000,20334.0,209.0
monolithBrick,5,14.0,60.3,10.0,55.504206,37.539042,7800000,28028.0,190.0
monolithBrick,12,18.0,62.7,11.0,55.49312,37.554169,7990000,29103.0,188.0
monolithBrick,3,15.0,61.0,10.0,55.554236,37.465838,7900000,23972.0,203.0
monolith,11,12.0,62.0,12.0,55.592937,37.457403,7900000,20334.0,209.0
monolithBrick,15,21.0,60.2,9.7,55.50320600000001,37.53685,8000000,28162.0,190.0
monolith,10,15.0,60.9,6.0,55.511639,37.571399,8000000,26927.0,186.0
monolith,7,17.0,60.1,12.0,55.590948,37.379375,8100000,23307.0,220.0
monolith,2,3.0,61.2,13.0,55.519646,37.393182,8200000,29438.0,208.0
panel,9,25.0,62.0,11.0,55.62449,37.314831,8200000,23664.0,233.0
monolithBrick,2,14.0,62.0,12.4,55.568059,37.491494,8200000,21939.0,201.0
monolithBrick,2,3.0,62.0,13.0,55.518402,37.396039,8200000,29475.0,208.0
panel,2,17.0,60.5,12.9,55.591223,37.374237,8300000,23492.0,220.0
monolith,1,15.0,61.1,17.2,55.56835400000001,37.495761,8400000,21814.0,200.0
monolith,11,17.0,61.9,13.0,55.58983900000001,37.377246,8500000,23488.0,220.0
monolith,6,6.0,61.5,11.5,55.590923,37.452911,8500000,20669.0,210.0
panel,14,17.0,60.9,15.5,55.52014000000001,37.34787100000001,8500000,30851.0,213.0
monolith,7,16.0,60.0,13.0,55.567295,37.497584,8600000,21886.0,200.0
panel,2,17.0,60.5,12.9,55.594026,37.368667,8800000,23484.0,221.0
panel,3,17.0,60.2,13.0,55.567845,37.47165,8850000,22436.0,204.0
panel,3,9.0,60.0,10.7,55.540949,37.486544,8990000,24884.0,199.0
panel,5,17.0,60.5,12.9,55.58983900000001,37.377246,8900000,23488.0,220.0
panel,14,17.0,60.0,13.0,55.590948,37.379375,9000000,23307.0,220.0
panel,5,17.0,62.0,11.5,55.588425,37.37721,9000000,23611.0,219.0
panel,14,17.0,60.3,13.0,55.591396,37.371578,9000000,23585.0,221.0
monolith,11,16.0,60.0,9.0,55.523825,37.514733,9211000,26208.0,194.0
monolith,2,11.0,61.2,15.4,55.59397,37.45972,9300000,20163.0,209.0
monolith,1,3.0,60.0,8.5,55.51922800000001,37.397422,9300000,29353.0,208.0
panel,16,17.0,62.3,12.9,55.640624,37.328917,9300000,21893.0,235.0
monolithBrick,13,17.0,62.0,12.9,55.56792700000001,37.47722,9300000,22288.0,203.0
monolith,7,9.0,60.0,13.0,55.627727,37.342984,9400000,22046.0,231.0
monolithBrick,8,16.0,60.0,11.0,55.523825,37.514733,9350000,26208.0,194.0
monolithBrick,13,15.0,62.3,16.9,55.656346,37.42432700000001,9500000,16078.0,228.0
monolithBrick,3,11.0,62.2,13.3,55.625211,37.345491,9500000,22102.0,230.0
brick,2,17.0,60.2,13.0,55.624174,37.311229,9500000,23867.0,233.0
monolith,8,14.0,61.5,11.5,55.574925,37.473581,9700000,21666.0,204.0
panel,14,17.0,60.1,12.9,55.591635,37.379896,9700000,23228.0,220.0
panel,16,17.0,60.5,13.0,55.639898,37.329078,9700000,21930.0,235.0
panel,2,17.0,62.0,13.0,55.623509,37.311256,9650000,23910.0,233.0
panel,14,17.0,62.8,12.9,55.62301,37.307411,9699000,24137.0,233.0
panel,15,17.0,62.0,13.0,55.644074,37.326725,9800000,21791.0,237.0
panel,11,17.0,62.0,11.0,55.600709,37.366466,10250000,23025.0,223.0
panel,4,17.0,60.3,12.9,55.605093,37.366394,10500000,22672.0,224.0
monolith,15,22.0,61.2,12.0,55.635223,37.330552,10500000,22157.0,234.0
panel,9,17.0,60.2,13.0,55.567845,37.47165,10600000,22436.0,204.0
panel,15,16.0,60.6,13.0,55.525119,37.513089,10690000,26093.0,194.0
monolith,6,20.0,60.9,11.0,55.63692,37.333292,10700000,21906.0,234.0
monolith,16,20.0,60.0,10.0,55.63692,37.333292,10750000,21906.0,234.0
monolith,16,20.0,60.9,10.3,55.63692,37.333292,10750000,21906.0,234.0
monolith,16,20.0,60.9,10.3,55.63692,37.333292,10750000,21906.0,234.0
monolith,1,22.0,61.0,12.0,55.6338,37.324263,11000000,22571.0,234.0
panel,17,17.0,60.0,13.0,55.639354,37.30857,11500000,23035.0,237.0
brick,7,12.0,60.0,16.0,55.565412,37.473474,11800000,22639.0,203.0
monolith,17,20.0,61.8,10.0,55.63346,37.321586,12100000,22730.0,234.0
monolith,15,25.0,60.0,12.0,55.638536,37.332151,12000000,21860.0,235.0
monolith,13,20.0,62.0,12.0,55.63692,37.333292,12800000,21906.0,234.0
monolith,3,13.0,62.75,10.1,55.474944,37.509963,6200002,31578.0,192.0
brick,2,3.0,62.1,7.9,55.513198,37.532098,6950000,27124.0,191.0
panel,15,24.0,61.0,16.0,55.625308,37.309441,7400000,23882.0,234.0
brick,8,9.0,60.8,6.7,55.62090600000001,37.467859,7800000,17321.0,212.0
panel,13,25.0,61.0,9.5,55.599911,37.360214,7900000,23359.0,224.0
panel,10,25.0,60.0,11.8,55.599911,37.360214,7900000,23359.0,224.0
brick,3,7.0,60.0,15.0,55.476505,37.540928,7999999,31053.0,189.0
panel,3,17.0,62.0,10.0,55.50574,37.564114,7950000,27631.0,187.0
panel,2,17.0,60.0,10.0,55.541922,37.494144,8000000,24629.0,198.0
monolith,12,17.0,60.0,10.1,55.506439,37.572082,8000000,27499.0,186.0
monolith,9,9.0,60.1,13.4,55.592678,37.45919,8050000,20305.0,209.0
panel,20,25.0,60.0,11.0,55.62657900000001,37.313502,8200000,23592.0,234.0
panel,6,9.0,62.5,7.5,55.506576,37.564105,8400000,27538.0,187.0
panel,16,25.0,60.0,10.0,55.62657900000001,37.313502,8500000,23592.0,234.0
panel,4,17.0,62.1,10.0,55.50574,37.564114,8500000,27631.0,187.0
panel,22,25.0,60.0,10.0,55.62657900000001,37.313502,8600000,23592.0,234.0
panel,2,17.0,60.0,11.0,55.60489499999999,37.361436,8650000,22905.0,224.0
monolith,6,9.0,62.0,14.0,55.62893199999999,37.341843,8700000,22017.0,231.0
panel,10,25.0,60.1,12.0,55.625882,37.312496,8650000,23689.0,234.0
panel,4,17.0,60.0,9.0,55.540954000000006,37.497369,8850000,24669.0,198.0
block,2,3.0,60.0,14.0,55.514187,37.370069,8800000,30681.0,210.0
panel,17,25.0,60.0,10.0,55.62657900000001,37.313502,8800000,23592.0,234.0
monolith,5,12.0,62.0,15.0,55.592937,37.457403,8800000,20334.0,209.0
monolithBrick,7,16.0,60.0,12.0,55.569647,37.491557,8900000,21772.0,201.0
monolith,6,15.0,62.0,15.0,55.59324300000001,37.461248,8999000,20187.0,209.0
monolith,14,19.0,60.5,15.7,55.54041899999999,37.483319,8900000,25006.0,199.0
monolith,13,17.0,61.0,4.9,55.573052,37.48764,8990000,21510.0,202.0
panel,8,17.0,61.8,12.8,55.525461,37.509837,9000000,26108.0,195.0
panel,14,17.0,60.3,13.2,55.590948,37.379375,9000000,23307.0,220.0
panel,7,17.0,60.0,12.0,55.636001,37.311238,9000000,23102.0,236.0
block,10,13.0,61.7,9.4,55.541856,37.492293,9100000,24672.0,198.0
monolithBrick,9,19.0,60.0,14.0,55.504206,37.539042,9100000,28028.0,190.0
monolith,4,9.0,60.0,10.5,55.59320699999999,37.458822,9200000,20265.0,209.0
panel,11,17.0,60.9,10.1,55.541321,37.496147,9200000,24653.0,198.0
panel,16,18.0,62.0,10.0,55.54073,37.489967,9200000,24837.0,199.0
panel,10,17.0,60.0,13.0,55.525461,37.509837,9260000,26108.0,195.0
monolithBrick,7,9.0,61.6,14.0,55.627727,37.342984,9300000,22046.0,231.0
monolith,8,15.0,61.2,14.0,55.59324300000001,37.461248,9500000,20187.0,209.0
panel,9,17.0,60.0,14.0,55.636001,37.311238,9500000,23102.0,236.0
panel,10,10.0,62.0,8.0,55.523682,37.511814,9700000,26268.0,194.0
panel,2,17.0,62.0,13.0,55.640624,37.328917,9700000,21893.0,235.0
panel,6,17.0,62.0,13.0,55.64210300000001,37.3288,9800000,21805.0,236.0
monolith,6,22.0,60.0,10.0,55.634639,37.328899,9800000,22279.0,234.0
monolith,12,22.0,62.8,11.0,55.638612,37.330785,9880000,21925.0,235.0
brick,14,17.0,62.0,12.0,55.56726,37.47571,9980000,22394.0,203.0
monolithBrick,6,17.0,60.6,13.0,55.636687,37.315415,10000000,22842.0,236.0
panel,16,17.0,62.0,13.0,55.642972,37.328566,10000000,21763.0,236.0
panel,1,17.0,60.6,10.4,55.644476,37.328009,10000000,21699.0,237.0
panel,17,17.0,61.6,13.2,55.644476,37.328009,10200000,21699.0,237.0
panel,17,17.0,61.7,12.5,55.639354,37.30857,10300000,23035.0,237.0
monolith,3,12.0,60.0,11.5,55.573317,37.468802,10500000,21955.0,205.0
panel,11,17.0,60.3,12.0,55.56924,37.471911,10600000,22287.0,204.0
panel,12,17.0,64.0,13.0,55.636651,37.317481,9250000,22737.0,236.0
monolith,7,20.0,63.6,10.4,55.6338,37.324263,10990000,22571.0,234.0
panel,11,22.0,63.66,10.1,55.541321,37.496147,8800000,24653.0,198.0
monolith,9,15.0,63.0,20.0,55.512036,37.573663,8950000,26869.0,186.0
monolithBrick,4,10.0,64.0,12.0,55.523825,37.514733,9400000,26208.0,194.0
monolith,4,17.0,64.0,11.0,55.523825,37.514733,9550000,26208.0,194.0
panel,18,25.0,64.0,18.0,55.598817,37.360196,9999000,23448.0,223.0
monolith,2,3.0,64.1,13.0,55.52064,37.394548,9400000,29299.0,208.0
monolith,15,19.0,64.1,12.7,55.62635,37.310932,6600000,23738.0,234.0
panel,16,17.0,64.0,12.8,55.636651,37.317481,9600000,22737.0,236.0
panel,4,17.0,64.0,10.0,55.549908,37.311148,5700000,29574.0,220.0
monolith,2,19.0,63.7,10.7,55.501952,37.55761,7400000,28100.0,187.0
monolith,2,15.0,64.0,12.0,55.594107,37.458166,7600000,20197.0,209.0
panel,6,10.0,64.0,8.4,55.506138,37.56789600000001,7800000,27560.0,186.0
monolithBrick,16,18.0,64.2,11.0,55.49312,37.554169,8100000,29103.0,188.0
panel,11,12.0,64.4,10.8,55.567285,37.477929,8950000,22337.0,203.0
monolith,8,15.0,63.5,12.0,55.592637,37.461122,9500000,20250.0,209.0
